policy,label,time_s,phase_id,phase_kind,phase_elapsed_ms,mops_s,mib_s
oracle_cgroup_global0,Miracle,127.061,3,friendly,7000,235.339776,14364.0
oracle_cgroup_global0,Miracle,128.061,3,friendly,8000,235.208704,14356.0
oracle_cgroup_global0,Miracle,129.06,3,friendly,9000,233.4761001001001,14250.25025025025
oracle_cgroup_global0,Miracle,130.061,3,friendly,10000,235.10467132867137,14349.650349650352
oracle_cgroup_global0,Miracle,131.061,3,friendly,11000,234.225664,14296.0
oracle_cgroup_global0,Miracle,132.061,3,friendly,12000,229.179392,13988.0
oracle_cgroup_global0,Miracle,133.06,3,friendly,13000,369.9274314314314,22578.578578578577
oracle_cgroup_global0,Miracle,134.061,3,friendly,14000,1140.562093906094,69614.38561438562
oracle_cgroup_global0,Miracle,135.061,3,friendly,15000,1401.618432,85548.0
oracle_cgroup_global0,Miracle,136.061,3,friendly,16000,441.319424,26936.0
oracle_cgroup_global0,Miracle,137.061,3,friendly,17001,318.439424,19436.0
oracle_cgroup_global0,Miracle,138.06,3,friendly,18000,313.0508428428428,19107.107107107106
oracle_cgroup_global0,Miracle,139.064,3,friendly,19004,316.5179920318725,19318.725099601594
oracle_cgroup_global0,Miracle,140.06,3,friendly,20000,315.04655421686743,19228.9156626506
oracle_cgroup_global0,Miracle,141.061,3,friendly,21000,312.6872487512488,19084.915084915086
oracle_cgroup_global0,Miracle,142.061,3,friendly,22000,322.895872,19708.0
oracle_cgroup_global0,Miracle,143.061,3,friendly,23000,320.14336,19540.0
oracle_cgroup_global0,Miracle,144.061,3,friendly,24001,321.716224,19636.0
oracle_cgroup_global0,Miracle,145.06,3,friendly,25000,478.7604884884885,29221.22122122122
oracle_cgroup_global0,Miracle,146.06,3,friendly,26000,1361.83808,83120.0
oracle_cgroup_global0,Miracle,147.061,3,friendly,27000,1725.2139220779222,105298.70129870131
oracle_cgroup_global0,Miracle,148.06,3,friendly,28000,1725.5845285285284,105321.32132132132
oracle_cgroup_global0,Miracle,149.06,3,friendly,29000,1853.35808,113120.0
oracle_cgroup_global0,Miracle,150.061,3,friendly,30000,1886.5987772227775,115148.85114885116
oracle_cgroup_global0,Miracle,151.061,3,friendly,31000,941.686784,57476.0
oracle_cgroup_global0,Miracle,152.061,3,friendly,32000,1022.558208,62412.0
oracle_cgroup_global0,Miracle,153.064,3,friendly,33004,1016.3633898305086,62033.89830508475
oracle_cgroup_global0,Miracle,154.06,3,friendly,34000,1012.1232449799197,61775.100401606425
oracle_cgroup_global0,Miracle,155.06,3,friendly,35000,1012.137984,61776.0
oracle_cgroup_global0,Miracle,156.061,3,friendly,36000,1000.3896903096904,61058.94105894107
oracle_cgroup_global0,Miracle,157.061,3,friendly,37000,1004.3392,61300.0
oracle_cgroup_global0,Miracle,158.061,3,friendly,38000,1016.922112,62068.0
oracle_cgroup_global0,Miracle,159.061,3,friendly,39000,1352.531968,82552.0
oracle_cgroup_global0,Miracle,160.06,3,friendly,40000,1716.7283123123123,104780.78078078078
oracle_cgroup_global0,Miracle,161.061,3,friendly,41000,1765.4128271728275,107752.24775224777
oracle_cgroup_global0,Miracle,162.061,3,friendly,42000,1785.593856,108984.0
oracle_cgroup_global0,Miracle,163.062,3,friendly,43001,1797.88620979021,109734.26573426575
oracle_cgroup_global0,Miracle,164.061,3,friendly,44000,1797.811891891892,109729.72972972973
oracle_cgroup_global0,Miracle,165.06,3,friendly,45000,1796.171851851852,109629.62962962964
oracle_cgroup_global0,Miracle,166.06,3,friendly,46000,495.386624,30236.0
oracle_cgroup_global0,Miracle,167.06,3,friendly,47000,511.83616,31240.0
oracle_cgroup_global0,Miracle,168.061,3,friendly,48000,510.4082477522478,31152.847152847156
oracle_cgroup_global0,Miracle,169.061,3,friendly,49000,515.178496,31444.0
oracle_cgroup_global0,Miracle,170.061,3,friendly,50000,522.452992,31888.0
oracle_cgroup_global0,Miracle,171.061,3,friendly,51001,516.030464,31496.0
oracle_cgroup_global0,Miracle,172.06,3,friendly,52000,514.1853533533534,31383.383383383385
oracle_cgroup_global0,Miracle,173.061,3,friendly,53000,914.754237762238,55832.16783216784
oracle_cgroup_global0,Miracle,174.061,3,friendly,54000,1409.941504,86056.0
oracle_cgroup_global0,Miracle,175.06,3,friendly,55000,1559.546874874875,95187.18718718718
oracle_cgroup_global0,Miracle,176.061,3,friendly,56000,1803.582145854146,110081.91808191809
oracle_cgroup_global0,Miracle,177.061,3,friendly,57001,1827.602432,111548.0
oracle_cgroup_global0,Miracle,178.06,3,friendly,58000,1885.4556316316316,115079.07907907908
oracle_cgroup_global0,Miracle,179.06,3,friendly,59000,1933.049856,117984.0
oracle_cgroup_global0,Miracle,180.061,3,friendly,60000,1932.035324675325,117922.07792207794
oracle_cgroup_global0,Miracle,180.062,4,unfriendly,0,1703.936,104000.0
oracle_cgroup_global0,Miracle,181.064,4,unfriendly,1002,496.55619960079844,3788.423153692615
oracle_cgroup_global0,Miracle,182.062,4,unfriendly,2000,453.1046092184369,3456.913827655311
oracle_cgroup_global0,Miracle,183.062,4,unfriendly,3000,459.276288,3504.0
oracle_cgroup_global0,Miracle,184.062,4,unfriendly,4000,460.849152,3516.0
oracle_cgroup_global0,Miracle,185.063,4,unfriendly,5000,458.5555884115885,3498.501498501499
oracle_cgroup_global0,Miracle,186.063,4,unfriendly,6001,459.276288,3504.0
oracle_cgroup_global0,Miracle,187.062,4,unfriendly,7000,455.0127087087087,3471.4714714714714
oracle_cgroup_global0,Miracle,188.062,4,unfriendly,8000,458.752,3500.0
oracle_cgroup_global0,Miracle,189.062,4,unfriendly,9000,459.538432,3506.0
oracle_cgroup_global0,Miracle,190.062,4,unfriendly,10000,457.179136,3488.0
oracle_cgroup_global0,Miracle,191.062,4,unfriendly,11000,459.014144,3502.0
oracle_cgroup_global0,Miracle,192.063,4,unfriendly,12000,457.7699420579421,3492.5074925074928
oracle_cgroup_global0,Miracle,193.063,4,unfriendly,13001,458.227712,3496.0
oracle_cgroup_global0,Miracle,194.062,4,unfriendly,14000,458.1615855855856,3495.4954954954956
oracle_cgroup_global0,Miracle,195.062,4,unfriendly,15000,455.344128,3474.0
oracle_cgroup_global0,Miracle,196.062,4,unfriendly,16000,458.489856,3498.0
oracle_cgroup_global0,Miracle,197.062,4,unfriendly,17000,456.916992,3486.0
oracle_cgroup_global0,Miracle,198.062,4,unfriendly,18000,459.276288,3504.0
oracle_cgroup_global0,Miracle,199.063,4,unfriendly,19000,457.50805994006004,3490.509490509491
oracle_cgroup_global0,Miracle,200.063,4,unfriendly,20000,458.489856,3498.0
oracle_cgroup_global0,Miracle,201.062,4,unfriendly,21000,458.423991991992,3497.4974974974975
oracle_cgroup_global0,Miracle,202.062,4,unfriendly,22000,457.965568,3494.0
oracle_cgroup_global0,Miracle,203.062,4,unfriendly,23000,457.44128,3490.0
oracle_cgroup_global0,Miracle,204.062,4,unfriendly,24000,459.538432,3506.0
oracle_cgroup_global0,Miracle,205.062,4,unfriendly,25000,447.741952,3416.0
oracle_cgroup_global0,Miracle,206.062,4,unfriendly,26000,458.227712,3496.0
oracle_cgroup_global0,Miracle,207.063,4,unfriendly,27000,457.50805994006004,3490.509490509491
oracle_cgroup_global0,Miracle,208.063,4,unfriendly,28000,458.489856,3498.0
oracle_cgroup_global0,Miracle,209.062,4,unfriendly,29000,458.1615855855856,3495.4954954954956
oracle_cgroup_global0,Miracle,210.062,4,unfriendly,30000,456.654848,3484.0
oracle_cgroup_global0,Miracle,211.062,4,unfriendly,31000,459.538432,3506.0
oracle_cgroup_global0,Miracle,212.062,4,unfriendly,32000,459.538432,3506.0
oracle_cgroup_global0,Miracle,213.062,4,unfriendly,33000,460.06272,3510.0
oracle_cgroup_global0,Miracle,214.062,4,unfriendly,34000,457.965568,3494.0
oracle_cgroup_global0,Miracle,215.063,4,unfriendly,35000,456.4605314685315,3482.5174825174827
oracle_cgroup_global0,Miracle,216.063,4,unfriendly,36000,459.276288,3504.0
oracle_cgroup_global0,Miracle,217.062,4,unfriendly,37000,459.9984304304304,3509.5095095095094
oracle_cgroup_global0,Miracle,218.062,4,unfriendly,38000,457.703424,3492.0
oracle_cgroup_global0,Miracle,219.062,4,unfriendly,39000,455.606272,3476.0
oracle_cgroup_global0,Miracle,220.062,4,unfriendly,40000,459.538432,3506.0
oracle_cgroup_global0,Miracle,221.062,4,unfriendly,41000,457.179136,3488.0
oracle_cgroup_global0,Miracle,222.062,4,unfriendly,42000,459.014144,3502.0
oracle_cgroup_global0,Miracle,223.063,4,unfriendly,43000,458.29370629370635,3496.503496503497
oracle_cgroup_global0,Miracle,224.063,4,unfriendly,44000,458.489856,3498.0
oracle_cgroup_global0,Miracle,225.062,4,unfriendly,45000,460.2608368368368,3511.5115115115113
oracle_cgroup_global0,Miracle,226.062,4,unfriendly,46000,456.916992,3486.0
oracle_cgroup_global0,Miracle,227.062,4,unfriendly,47000,460.324864,3512.0
oracle_cgroup_global0,Miracle,228.062,4,unfriendly,48000,457.965568,3494.0
oracle_cgroup_global0,Miracle,229.062,4,unfriendly,49000,459.276288,3504.0
oracle_cgroup_global0,Miracle,230.062,4,unfriendly,50000,458.752,3500.0
oracle_cgroup_global0,Miracle,231.063,4,unfriendly,51000,457.7699420579421,3492.5074925074928
oracle_cgroup_global0,Miracle,232.063,4,unfriendly,52000,457.965568,3494.0
oracle_cgroup_global0,Miracle,233.063,4,unfriendly,53001,458.489856,3498.0
oracle_cgroup_global0,Miracle,234.062,4,unfriendly,54000,457.37436636636636,3489.4894894894896
oracle_cgroup_global0,Miracle,235.062,4,unfriendly,55000,459.276288,3504.0
oracle_cgroup_global0,Miracle,236.062,4,unfriendly,56000,458.489856,3498.0
oracle_cgroup_global0,Miracle,237.062,4,unfriendly,57000,459.538432,3506.0
oracle_cgroup_global0,Miracle,238.062,4,unfriendly,58000,457.965568,3494.0
oracle_cgroup_global0,Miracle,239.063,4,unfriendly,59000,458.81747052947054,3500.4995004995008
oracle_cgroup_global0,Miracle,240.063,4,unfriendly,60000,458.227712,3496.0
oracle_cgroup_global0,Miracle,240.077,5,friendly,0,580.4617142857143,4428.571428571428
oracle_cgroup_global0,Miracle,241.079,5,friendly,1001,230.8149141716567,14087.824351297406
oracle_cgroup_global0,Miracle,242.078,5,friendly,2001,231.50805205205205,14130.13013013013
oracle_cgroup_global0,Miracle,243.077,5,friendly,3000,232.7544824824825,14206.206206206207
oracle_cgroup_global0,Miracle,244.077,5,friendly,4000,229.244928,13992.0
oracle_cgroup_global0,Miracle,245.077,5,friendly,5000,267.649024,16336.0
oracle_cgroup_global0,Miracle,246.078,5,friendly,6000,943.823152847153,57606.39360639361
oracle_cgroup_global0,Miracle,247.078,5,friendly,7000,1474.56,90000.0
oracle_cgroup_global0,Miracle,248.078,5,friendly,8000,1584.529408,96712.0
oracle_cgroup_global0,Miracle,249.078,5,friendly,9000,1860.173824,113536.0
oracle_cgroup_global0,Miracle,250.078,5,friendly,10000,1980.956672,120908.0
oracle_cgroup_global0,Miracle,251.077,5,friendly,11000,2012.4603323323324,122830.83083083083
oracle_cgroup_global0,Miracle,252.077,5,friendly,12000,2016.149504,123056.0
oracle_cgroup_global0,Miracle,253.077,5,friendly,13000,2014.183424,122936.0
oracle_cgroup_global0,Miracle,254.078,5,friendly,14000,2014.7900739260742,122973.026973027
oracle_cgroup_global0,Miracle,255.078,5,friendly,15000,2015.232,123000.0
oracle_cgroup_global0,Miracle,256.079,5,friendly,16001,245.9073086913087,15008.99100899101
oracle_cgroup_global0,Miracle,257.078,5,friendly,17000,258.3391071071071,15767.767767767768
oracle_cgroup_global0,Miracle,258.078,5,friendly,18001,258.53952,15780.0
oracle_cgroup_global0,Miracle,259.077,5,friendly,19000,258.9951231231231,15807.807807807807
oracle_cgroup_global0,Miracle,260.077,5,friendly,20000,258.801664,15796.0
oracle_cgroup_global0,Miracle,261.077,5,friendly,21000,258.998272,15808.0
oracle_cgroup_global0,Miracle,262.078,5,friendly,22000,258.60859140859145,15784.215784215787
oracle_cgroup_global0,Miracle,263.078,5,friendly,23000,259.19488,15820.0
oracle_cgroup_global0,Miracle,264.077,5,friendly,24000,259.19192792792796,15819.81981981982
oracle_cgroup_global0,Miracle,265.079,5,friendly,25002,258.80833532934133,15796.407185628743
oracle_cgroup_global0,Miracle,266.078,5,friendly,26000,257.6174894894895,15723.723723723724
oracle_cgroup_global0,Miracle,267.078,5,friendly,27000,257.163264,15696.0
oracle_cgroup_global0,Miracle,268.078,5,friendly,28000,259.325952,15828.0
oracle_cgroup_global0,Miracle,269.077,5,friendly,29000,258.4703103103103,15775.775775775775
oracle_cgroup_global0,Miracle,270.077,5,friendly,30000,257.032192,15688.0
oracle_cgroup_global0,Miracle,271.077,5,friendly,31000,866.254848,52872.0
oracle_cgroup_global0,Miracle,272.077,5,friendly,32000,886.833152,54128.0
oracle_cgroup_global0,Miracle,273.078,5,friendly,33001,906.112127872128,55304.69530469531
oracle_cgroup_global0,Miracle,274.077,5,friendly,34000,882.4727447447448,53861.861861861864
oracle_cgroup_global0,Miracle,275.077,5,friendly,35000,884.604928,53992.0
oracle_cgroup_global0,Miracle,276.077,5,friendly,36000,890.175488,54332.0
oracle_cgroup_global0,Miracle,277.078,5,friendly,37000,889.548083916084,54293.7062937063
oracle_cgroup_global0,Miracle,278.079,5,friendly,38002,899.2377222777224,54885.11488511489
oracle_cgroup_global0,Miracle,279.077,5,friendly,39000,873.2442164328658,53298.59719438878
oracle_cgroup_global0,Miracle,280.077,5,friendly,40000,872.808448,53272.0
oracle_cgroup_global0,Miracle,281.078,5,friendly,41000,987.4265254745255,60267.73226773227
oracle_cgroup_global0,Miracle,282.078,5,friendly,42000,1283.52256,78340.0
oracle_cgroup_global0,Miracle,283.078,5,friendly,43000,1591.738368,97152.0
oracle_cgroup_global0,Miracle,284.077,5,friendly,44000,1756.2204764764765,107191.19119119119
oracle_cgroup_global0,Miracle,285.077,5,friendly,45000,1808.7936,110400.0
oracle_cgroup_global0,Miracle,286.078,5,friendly,46000,650.777062937063,39720.27972027972
oracle_cgroup_global0,Miracle,287.078,5,friendly,47000,666.959872,40708.0
oracle_cgroup_global0,Miracle,288.078,5,friendly,48000,682.295296,41644.0
oracle_cgroup_global0,Miracle,289.077,5,friendly,49000,695.5737817817818,42454.454454454455
oracle_cgroup_global0,Miracle,290.077,5,friendly,50000,693.895168,42352.0
oracle_cgroup_global0,Miracle,291.077,5,friendly,51000,693.501952,42328.0
oracle_cgroup_global0,Miracle,292.077,5,friendly,52000,706.019328,43092.0
oracle_cgroup_global0,Miracle,293.078,5,friendly,53000,705.9032487512488,43084.91508491509
oracle_cgroup_global0,Miracle,294.078,5,friendly,54000,707.657728,43192.0
oracle_cgroup_global0,Miracle,295.078,5,friendly,55000,707.46112,43180.0
oracle_cgroup_global0,Miracle,296.078,5,friendly,56001,707.395584,43176.0
oracle_cgroup_global0,Miracle,297.077,5,friendly,57000,705.0204124124124,43031.03103103103
oracle_cgroup_global0,Miracle,298.077,5,friendly,58000,718.340096,43844.0
oracle_cgroup_global0,Miracle,299.077,5,friendly,59000,717.684736,43804.0
oracle_cgroup_global0,Miracle,300.078,5,friendly,60000,706.0996603396604,43096.9030969031
oracle_cgroup_global0,Miracle,300.08,6,unfriendly,0,950.272,58000.0
oracle_cgroup_global0,Miracle,301.083,6,unfriendly,1002,409.2896350947159,3122.6321036889335
oracle_cgroup_global0,Miracle,302.081,6,unfriendly,2000,346.7235270541082,2645.2905811623245
oracle_cgroup_global0,Miracle,303.081,6,unfriendly,3000,299.630592,2286.0
oracle_cgroup_global0,Miracle,304.081,6,unfriendly,4000,299.630592,2286.0
oracle_cgroup_global0,Miracle,305.08,6,unfriendly,5000,299.1433033033033,2282.2822822822823
oracle_cgroup_global0,Miracle,306.081,6,unfriendly,6000,297.75996803196807,2271.728271728272
oracle_cgroup_global0,Miracle,307.081,6,unfriendly,7000,302.514176,2308.0
oracle_cgroup_global0,Miracle,308.081,6,unfriendly,8000,302.514176,2308.0
oracle_cgroup_global0,Miracle,309.081,6,unfriendly,9000,300.417024,2292.0
oracle_cgroup_global0,Miracle,310.081,6,unfriendly,10000,302.514176,2308.0
oracle_cgroup_global0,Miracle,311.081,6,unfriendly,11000,297.795584,2272.0
oracle_cgroup_global0,Miracle,312.081,6,unfriendly,12001,315.097088,2404.0
oracle_cgroup_global0,Miracle,313.081,6,unfriendly,13000,298.582016,2278.0
oracle_cgroup_global0,Miracle,314.081,6,unfriendly,14000,299.368448,2284.0
oracle_cgroup_global0,Miracle,315.081,6,unfriendly,15000,299.368448,2284.0
oracle_cgroup_global0,Miracle,316.081,6,unfriendly,16000,298.057728,2274.0
oracle_cgroup_global0,Miracle,317.083,6,unfriendly,17002,307.6660119760479,2347.305389221557
oracle_cgroup_global0,Miracle,318.081,6,unfriendly,18000,299.180376753507,2282.565130260521
oracle_cgroup_global0,Miracle,319.081,6,unfriendly,19000,298.84416,2280.0
oracle_cgroup_global0,Miracle,320.081,6,unfriendly,20000,305.659904,2332.0
oracle_cgroup_global0,Miracle,321.081,6,unfriendly,21000,303.824896,2318.0
oracle_cgroup_global0,Miracle,322.081,6,unfriendly,22001,301.989888,2304.0
oracle_cgroup_global0,Miracle,323.081,6,unfriendly,23000,297.795584,2272.0
oracle_cgroup_global0,Miracle,324.081,6,unfriendly,24000,300.679168,2294.0
oracle_cgroup_global0,Miracle,325.081,6,unfriendly,25000,298.057728,2274.0
oracle_cgroup_global0,Miracle,326.081,6,unfriendly,26000,299.630592,2286.0
oracle_cgroup_global0,Miracle,327.085,6,unfriendly,27004,297.9146454183267,2272.9083665338644
oracle_cgroup_global0,Miracle,328.081,6,unfriendly,28000,296.88597590361445,2265.0602409638554
oracle_cgroup_global0,Miracle,329.081,6,unfriendly,29000,299.892736,2288.0
oracle_cgroup_global0,Miracle,330.08,6,unfriendly,30000,298.6184904904905,2278.2782782782783
oracle_cgroup_global0,Miracle,331.081,6,unfriendly,31000,301.6881998001998,2301.6983016983017
oracle_cgroup_global0,Miracle,332.081,6,unfriendly,32000,310.116352,2366.0
oracle_cgroup_global0,Miracle,333.081,6,unfriendly,33000,300.417024,2292.0
oracle_cgroup_global0,Miracle,334.081,6,unfriendly,34000,301.4656,2300.0
oracle_cgroup_global0,Miracle,335.081,6,unfriendly,35000,297.009152,2266.0
oracle_cgroup_global0,Miracle,336.08,6,unfriendly,36000,299.1433033033033,2282.2822822822823
oracle_cgroup_global0,Miracle,337.081,6,unfriendly,37000,298.8074965034965,2279.72027972028
oracle_cgroup_global0,Miracle,338.081,6,unfriendly,38000,296.747008,2264.0
oracle_cgroup_global0,Miracle,339.081,6,unfriendly,39000,298.319872,2276.0
oracle_cgroup_global0,Miracle,340.081,6,unfriendly,40000,298.057728,2274.0
oracle_cgroup_global0,Miracle,341.081,6,unfriendly,41000,299.892736,2288.0
oracle_cgroup_global0,Miracle,342.081,6,unfriendly,42000,300.417024,2292.0
oracle_cgroup_global0,Miracle,343.081,6,unfriendly,43000,299.630592,2286.0
oracle_cgroup_global0,Miracle,344.081,6,unfriendly,44000,298.582016,2278.0
oracle_cgroup_global0,Miracle,345.081,6,unfriendly,45000,298.319872,2276.0
oracle_cgroup_global0,Miracle,346.081,6,unfriendly,46000,297.271296,2268.0
oracle_cgroup_global0,Miracle,347.081,6,unfriendly,47000,300.417024,2292.0
oracle_cgroup_global0,Miracle,348.08,6,unfriendly,48000,299.4057097097097,2284.2842842842842
oracle_cgroup_global0,Miracle,349.081,6,unfriendly,49000,299.06937862137863,2281.718281718282
oracle_cgroup_global0,Miracle,350.081,6,unfriendly,50000,299.368448,2284.0
oracle_cgroup_global0,Miracle,351.082,6,unfriendly,51002,299.5931428571429,2285.714285714286
oracle_cgroup_global0,Miracle,352.081,6,unfriendly,52000,305.9658698698699,2334.3343343343345
oracle_cgroup_global0,Miracle,353.081,6,unfriendly,53000,299.892736,2288.0
oracle_cgroup_global0,Miracle,354.081,6,unfriendly,54000,298.319872,2276.0
oracle_cgroup_global0,Miracle,355.081,6,unfriendly,55000,299.368448,2284.0
oracle_cgroup_global0,Miracle,356.081,6,unfriendly,56000,298.319872,2276.0
oracle_cgroup_global0,Miracle,357.081,6,unfriendly,57000,301.727744,2302.0
oracle_cgroup_global0,Miracle,358.081,6,unfriendly,58000,297.795584,2272.0
oracle_cgroup_global0,Miracle,359.081,6,unfriendly,59000,298.582016,2278.0
oracle_cgroup_global0,Miracle,360.081,6,unfriendly,60000,298.057728,2274.0
