event,timestamp,elapsed_ms,window,window_seq,window_sec,threshold_pct,remote_threshold_pct,min_pte_updates,min_hint_faults,sample_pct,pte_delta,hit_delta,refault_delta,lost_delta,remote_refault_delta,hint_fault_delta,estimated_local_accesses,estimated_remote_accesses,access_pct,fast_pct,remote_ratio_pct,local_consecutive,remote_consecutive,consecutive,stop_reason,node_balancing
start,2026-05-20T04:44:00Z,0,0,1,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,,2
sample,2026-05-20T04:44:20Z,20003,1,1,20.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,,2
sample,2026-05-20T04:44:40Z,40004,2,2,20.0,80.0,20.0,1000,1000,10.00,66793,0,40023,0,94785,3170077,947850.00,2222227.00,59.92,0.00,70.10,0,0,0,,2
sample,2026-05-20T04:45:00Z,60005,3,3,20.0,80.0,20.0,1000,1000,10.00,116031,25754,78260,37771,149021,5893662,1490210.00,4403452.00,67.45,22.20,74.72,0,0,0,,2
sample,2026-05-20T04:45:20Z,80006,4,4,20.0,80.0,20.0,1000,1000,10.00,135322,76469,106338,28984,81641,5611276,816410.00,4794866.00,78.58,56.51,85.45,0,0,0,,2
sample,2026-05-20T04:45:40Z,100007,5,5,20.0,80.0,20.0,1000,1000,10.00,103757,72220,98823,3618,93498,2681868,934980.00,1746888.00,95.24,69.60,65.14,1,0,1,,2
sample,2026-05-20T04:46:00Z,120008,6,6,20.0,80.0,20.0,1000,1000,10.00,73639,45220,70813,2826,58759,3414282,587590.00,2826692.00,96.16,61.41,82.79,2,0,2,,2
sample,2026-05-20T04:46:20Z,140009,7,7,20.0,80.0,20.0,1000,1000,10.00,58981,55027,58867,113,67388,2742542,673880.00,2068662.00,99.81,93.30,75.43,3,0,3,,2
off,2026-05-20T04:46:20Z,140009,7,7,20.0,80.0,20.0,1000,1000,10.00,58981,55027,58867,113,67388,2742542,673880.00,2068662.00,99.81,93.30,75.43,3,0,3,local_access,0
