event,timestamp,elapsed_ms,window,window_seq,window_sec,threshold_pct,remote_threshold_pct,min_pte_updates,min_hint_faults,sample_pct,pte_delta,hit_delta,refault_delta,lost_delta,remote_refault_delta,hint_fault_delta,estimated_local_accesses,estimated_remote_accesses,access_pct,fast_pct,remote_ratio_pct,local_consecutive,remote_consecutive,reenable_consecutive,consecutive,stop_reason,controller_state,node_balancing
start,2026-05-28T05:45:56Z,1,0,1,5.0,80.0,20.0,1,1,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T05:46:01Z,5003,1,1,5.0,80.0,20.0,1,1,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T05:46:06Z,10005,2,2,5.0,80.0,20.0,1,1,10.00,72115,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T05:46:11Z,15008,3,3,5.0,80.0,20.0,1,1,10.00,117965,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T05:46:16Z,20010,4,4,5.0,80.0,20.0,1,1,10.00,117961,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T05:46:21Z,25013,5,5,5.0,80.0,20.0,1,1,10.00,62209,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T05:46:27Z,30015,6,6,5.0,80.0,20.0,1,1,10.00,262,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T05:46:32Z,35017,7,7,5.0,80.0,20.0,1,1,10.00,40,0,40,0,332842,8264449,3328420.00,4936029.00,100.00,0.00,59.73,1,0,0,1,,on,2
sample,2026-05-28T05:46:37Z,40019,8,8,5.0,80.0,20.0,1,1,10.00,33851,33692,33831,20,64713,2991792,647130.00,2344662.00,99.94,99.53,78.37,2,0,0,2,,on,2
sample,2026-05-28T05:46:42Z,45020,9,9,5.0,80.0,20.0,1,1,10.00,64391,63797,63797,594,34301,2351443,343010.00,2008433.00,99.08,99.08,85.41,3,0,0,3,,on,2
off,2026-05-28T05:46:42Z,45020,9,9,5.0,80.0,20.0,1,1,10.00,64391,63797,63797,594,34301,2351443,343010.00,2008433.00,99.08,99.08,85.41,3,0,0,3,local_access,off,0
