case,label,policy,period_ms,fast_scan,time_s,mops_s
p500_fast,500ms fast,on,500,1,96.0,296.747008
p500_fast,500ms fast,on,500,1,97.0,341.835776
p500_fast,500ms fast,on,500,1,98.0,267.38688
p500_fast,500ms fast,on,500,1,99.0,308.281344
p500_fast,500ms fast,on,500,1,100.0,247.72608
p500_fast,500ms fast,on,500,1,101.001,337.56604995005
p500_fast,500ms fast,on,500,1,102.0,238.52742342342341
p500_fast,500ms fast,on,500,1,103.001,266.59599600399605
p500_fast,500ms fast,on,500,1,104.0,230.1304184184184
p500_fast,500ms fast,on,500,1,105.0,249.823232
p500_fast,500ms fast,on,500,1,106.0,162.004992
p500_fast,500ms fast,on,500,1,107.0,153.878528
p500_fast,500ms fast,on,500,1,108.0,174.850048
p500_fast,500ms fast,on,500,1,109.0,152.04352
p500_fast,500ms fast,on,500,1,110.0,169.607168
p500_fast,500ms fast,on,500,1,111.0,180.617216
p500_fast,500ms fast,on,500,1,112.0,160.694272
p500_fast,500ms fast,on,500,1,113.0,326.36928
p500_fast,500ms fast,on,500,1,114.0,219.676672
p500_fast,500ms fast,on,500,1,115.0,352.58368
p500_fast,500ms fast,on,500,1,116.0,228.327424
p500_fast,500ms fast,on,500,1,117.0,316.407808
p500_fast,500ms fast,on,500,1,118.0,258.998272
p500_fast,500ms fast,on,500,1,119.0,336.85504
p500_fast,500ms fast,on,500,1,120.0,237.764608
p500_fast,500ms fast,on,500,1,121.0,302.514176
p500_fast,500ms fast,on,500,1,122.0,222.298112
p500_fast,500ms fast,on,500,1,123.0,337.641472
p500_fast,500ms fast,on,500,1,124.0,320.339968
p500_fast,500ms fast,on,500,1,125.0,281.542656
p500_fast,500ms fast,on,500,1,126.0,338.427904
p500_fast,500ms fast,on,500,1,127.0,233.832448
p500_fast,500ms fast,on,500,1,128.0,319.029248
p500_fast,500ms fast,on,500,1,129.0,233.046016
p500_fast,500ms fast,on,500,1,130.001,295.1411468531469
p500_fast,500ms fast,on,500,1,131.0,194.96795995995996
p500_fast,500ms fast,on,500,1,132.0,310.902784
p500_fast,500ms fast,on,500,1,133.0,349.700096
p500_fast,500ms fast,on,500,1,134.0,237.24032
p500_fast,500ms fast,on,500,1,135.0,302.252032
p500_fast,500ms fast,on,500,1,136.0,278.921216
p500_fast,500ms fast,on,500,1,137.0,320.864256
p500_fast,500ms fast,on,500,1,138.0,201.064448
p500_fast,500ms fast,on,500,1,139.0,273.678336
p500_fast,500ms fast,on,500,1,140.0,321.912832
p500_fast,500ms fast,on,500,1,141.0,318.242816
p500_fast,500ms fast,on,500,1,142.0,248.512512
p500_fast,500ms fast,on,500,1,143.001,344.113102897103
p500_fast,500ms fast,on,500,1,144.0,224.6198838838839
p500_fast,500ms fast,on,500,1,145.0,334.495744
p500_fast,500ms fast,on,500,1,146.0,332.92288
p500_fast,500ms fast,on,500,1,147.0,356.777984
p500_fast,500ms fast,on,500,1,148.0,331.350016
p500_fast,500ms fast,on,500,1,149.0,281.280512
p500_fast,500ms fast,on,500,1,150.0,332.660736
p500_fast,500ms fast,on,500,1,151.0,257.425408
p500_fast,500ms fast,on,500,1,152.001,346.7319240759241
p500_fast,500ms fast,on,500,1,153.0,324.3343183183183
p500_fast,500ms fast,on,500,1,154.0,342.09792
p500_fast,500ms fast,on,500,1,155.0,250.871808
p500_fast,500ms fast,on,500,1,156.001,267.9054065934066
p500_fast,500ms fast,on,500,1,157.0,311.213997997998
p500_fast,500ms fast,on,500,1,158.0,314.310656
p500_fast,500ms fast,on,500,1,159.0,341.049344
p500_fast,500ms fast,on,500,1,160.004,322.9802071713147
p500_fast,500ms fast,on,500,1,161.003,210.97475075075076
p500_fast,500ms fast,on,500,1,162.0,208.50570912738215
p500_fast,500ms fast,on,500,1,163.0,238.813184
p500_fast,500ms fast,on,500,1,164.001,199.81605594405596
p500_fast,500ms fast,on,500,1,165.0,212.02437637637638
p500_fast,500ms fast,on,500,1,166.0,230.68672
p500_fast,500ms fast,on,500,1,167.0,246.677504
p500_fast,500ms fast,on,500,1,168.0,225.968128
p500_fast,500ms fast,on,500,1,169.0,203.948032
p500_fast,500ms fast,on,500,1,170.0,207.09376
p500_fast,500ms fast,on,500,1,171.001,205.57746253746257
p500_fast,500ms fast,on,500,1,172.0,200.7409009009009
p500_fast,500ms fast,on,500,1,173.0,210.763776
p500_fast,500ms fast,on,500,1,174.0,202.637312
p500_fast,500ms fast,on,500,1,175.001,211.07698701298705
p500_fast,500ms fast,on,500,1,176.0,237.2153913913914
p500_fast,500ms fast,on,500,1,177.0,209.190912
p500_fast,500ms fast,on,500,1,178.0,224.13312
p500_fast,500ms fast,on,500,1,179.0,199.22944
p500_fast,500ms fast,on,500,1,180.0,222.560256
p500_fast,500ms fast,on,500,1,181.0,228.327424
p500_fast,500ms fast,on,500,1,182.001,202.17299500499502
p500_fast,500ms fast,on,500,1,183.0,211.76196996996995
p500_fast,500ms fast,on,500,1,184.0,196.870144
p500_fast,500ms fast,on,500,1,185.0,238.026752
p500_fast,500ms fast,on,500,1,186.001,332.85217182817183
p500_fast,500ms fast,on,500,1,187.0,258.2079039039039
p500_fast,500ms fast,on,500,1,188.0,261.619712
p500_fast,500ms fast,on,500,1,189.0,346.816512
p500_fast,500ms fast,on,500,1,190.0,233.30816
p500_fast,500ms fast,on,500,1,191.001,343.32745654345655
p500_fast,500ms fast,on,500,1,192.0,287.0726086086086
p500_fast,500ms fast,on,500,1,193.0,334.495744
p500_fast,500ms fast,on,500,1,194.0,328.466432
p500_fast,500ms fast,on,500,1,195.0,241.958912
p500_fast,500ms fast,on,500,1,196.0,287.309824
p500_fast,500ms fast,on,500,1,197.0,299.106304
p500_fast,500ms fast,on,500,1,198.0,345.505792
p500_fast,500ms fast,on,500,1,199.0,326.36928
p500_fast,500ms fast,on,500,1,200.0,351.797248
p250_fast,250ms fast,on,250,1,1.002,373.3328223552894
p250_fast,250ms fast,on,250,1,2.0,247.69718637274548
p250_fast,250ms fast,on,250,1,3.002,445.8017724550898
p250_fast,250ms fast,on,250,1,4.0,303.3830861723447
p250_fast,250ms fast,on,250,1,5.0,192.937984
p250_fast,250ms fast,on,250,1,6.0,315.88352
p250_fast,250ms fast,on,250,1,7.001,331.5427612387613
p250_fast,250ms fast,on,250,1,8.0,434.2826026026026
p250_fast,250ms fast,on,250,1,9.001,397.537054945055
p250_fast,250ms fast,on,250,1,10.0,273.6898818818819
p250_fast,250ms fast,on,250,1,11.0,287.309824
p250_fast,250ms fast,on,250,1,12.0,314.048512
p250_fast,250ms fast,on,250,1,13.0,352.321536
p250_fast,250ms fast,on,250,1,14.0,296.484864
p250_fast,250ms fast,on,250,1,15.0,475.267072
p250_fast,250ms fast,on,250,1,16.0,318.50496
p250_fast,250ms fast,on,250,1,17.0,367.788032
p250_fast,250ms fast,on,250,1,18.0,247.463936
p250_fast,250ms fast,on,250,1,19.001,362.1829690309691
p250_fast,250ms fast,on,250,1,20.0,274.4771011011011
p250_fast,250ms fast,on,250,1,21.0,333.709312
p250_fast,250ms fast,on,250,1,22.0,377.749504
p250_fast,250ms fast,on,250,1,23.0,244.056064
p250_fast,250ms fast,on,250,1,24.0,382.468096
p250_fast,250ms fast,on,250,1,25.0,282.329088
p250_fast,250ms fast,on,250,1,26.0,379.060224
p250_fast,250ms fast,on,250,1,27.0,173.801472
p250_fast,250ms fast,on,250,1,28.0,348.127232
p250_fast,250ms fast,on,250,1,29.0,291.241984
p250_fast,250ms fast,on,250,1,30.139,283.31805443371377
p250_fast,250ms fast,on,250,1,31.0,171.10909175377466
p250_fast,250ms fast,on,250,1,32.0,265.027584
p250_fast,250ms fast,on,250,1,33.0,348.913664
p250_fast,250ms fast,on,250,1,34.0,327.68
p250_fast,250ms fast,on,250,1,35.0,325.05856
p250_fast,250ms fast,on,250,1,36.0,316.145664
p250_fast,250ms fast,on,250,1,37.0,257.163264
p250_fast,250ms fast,on,250,1,38.0,313.524224
p250_fast,250ms fast,on,250,1,39.0,290.97984
p250_fast,250ms fast,on,250,1,40.0,322.174976
p250_fast,250ms fast,on,250,1,41.0,195.559424
p250_fast,250ms fast,on,250,1,42.0,279.18336
p250_fast,250ms fast,on,250,1,43.003,227.6444905284148
p250_fast,250ms fast,on,250,1,44.0,345.756629889669
p250_fast,250ms fast,on,250,1,45.001,179.65113286713287
p250_fast,250ms fast,on,250,1,46.0,374.9787547547548
p250_fast,250ms fast,on,250,1,47.0,244.056064
p250_fast,250ms fast,on,250,1,48.0,323.485696
p250_fast,250ms fast,on,250,1,49.0,230.424576
p250_fast,250ms fast,on,250,1,50.0,309.067776
p250_fast,250ms fast,on,250,1,51.0,330.039296
p250_fast,250ms fast,on,250,1,52.0,265.814016
p250_fast,250ms fast,on,250,1,53.0,316.932096
p250_fast,250ms fast,on,250,1,54.0,320.077824
p250_fast,250ms fast,on,250,1,55.0,341.049344
p250_fast,250ms fast,on,250,1,56.0,251.65824
p250_fast,250ms fast,on,250,1,57.0,304.08704
p250_fast,250ms fast,on,250,1,58.267,227.59147592738753
p250_fast,250ms fast,on,250,1,59.0,273.2305811732606
p250_fast,250ms fast,on,250,1,60.0,237.502464
p250_fast,250ms fast,on,250,1,61.0,171.70432
p250_fast,250ms fast,on,250,1,62.0,175.63648
p250_fast,250ms fast,on,250,1,63.0,154.927104
p250_fast,250ms fast,on,250,1,64.0,183.5008
p250_fast,250ms fast,on,250,1,65.0,164.102144
p250_fast,250ms fast,on,250,1,66.0,146.276352
p250_fast,250ms fast,on,250,1,67.0,150.7328
p250_fast,250ms fast,on,250,1,68.001,184.88877522477526
p250_fast,250ms fast,on,250,1,69.0,172.1386026026026
p250_fast,250ms fast,on,250,1,70.0,193.200128
p250_fast,250ms fast,on,250,1,71.0,146.014208
p250_fast,250ms fast,on,250,1,72.0,318.767104
p250_fast,250ms fast,on,250,1,73.0,289.406976
p250_fast,250ms fast,on,250,1,74.0,246.677504
p250_fast,250ms fast,on,250,1,75.0,263.716864
p250_fast,250ms fast,on,250,1,76.0,311.95136
p250_fast,250ms fast,on,250,1,77.0,330.30144
p250_fast,250ms fast,on,250,1,78.0,271.581184
p250_fast,250ms fast,on,250,1,79.0,342.360064
p250_fast,250ms fast,on,250,1,80.0,223.084544
p250_fast,250ms fast,on,250,1,81.0,311.164928
p250_fast,250ms fast,on,250,1,82.0,319.81568
p250_fast,250ms fast,on,250,1,83.0,289.66912
p250_fast,250ms fast,on,250,1,84.001,354.3265054945055
p250_fast,250ms fast,on,250,1,85.0,239.57704904904904
p250_fast,250ms fast,on,250,1,86.0,368.050176
p250_fast,250ms fast,on,250,1,87.0,273.154048
p250_fast,250ms fast,on,250,1,88.0,340.262912
p250_fast,250ms fast,on,250,1,89.0,318.50496
p250_fast,250ms fast,on,250,1,90.0,263.716864
p250_fast,250ms fast,on,250,1,91.0,332.136448
p250_fast,250ms fast,on,250,1,92.0,281.8048
p250_fast,250ms fast,on,250,1,93.0,338.690048
p250_fast,250ms fast,on,250,1,94.0,203.685888
p250_fast,250ms fast,on,250,1,95.0,341.835776
p250_fast,250ms fast,on,250,1,96.0,341.049344
p250_fast,250ms fast,on,250,1,97.0,355.991552
p250_fast,250ms fast,on,250,1,98.0,197.91872
p250_fast,250ms fast,on,250,1,99.0,296.484864
p250_fast,250ms fast,on,250,1,100.0,306.184192
p250_fast,250ms fast,on,250,1,101.001,333.11405394605396
p250_fast,250ms fast,on,250,1,102.0,337.9794514514515
p250_fast,250ms fast,on,250,1,103.0,261.095424
p250_fast,250ms fast,on,250,1,104.0,357.040128
p250_fast,250ms fast,on,250,1,105.0,273.678336
p250_fast,250ms fast,on,250,1,106.0,353.632256
p250_fast,250ms fast,on,250,1,107.0,327.942144
p250_fast,250ms fast,on,250,1,108.0,290.97984
p250_fast,250ms fast,on,250,1,109.0,220.987392
p250_fast,250ms fast,on,250,1,110.001,212.91016183816186
p250_fast,250ms fast,on,250,1,111.0,186.04614214214214
p250_fast,250ms fast,on,250,1,112.0,195.29728
p250_fast,250ms fast,on,250,1,113.0,182.452224
p250_fast,250ms fast,on,250,1,114.0,188.481536
p250_fast,250ms fast,on,250,1,115.001,211.6007512487513
p250_fast,250ms fast,on,250,1,116.001,200.54016
p250_fast,250ms fast,on,250,1,117.0,183.6844844844845
p250_fast,250ms fast,on,250,1,118.0,204.996608
p250_fast,250ms fast,on,250,1,119.0,221.51168
p250_fast,250ms fast,on,250,1,120.0,172.228608
p250_fast,250ms fast,on,250,1,121.0,192.413696
p250_fast,250ms fast,on,250,1,122.0,215.220224
p250_fast,250ms fast,on,250,1,123.0,191.627264
p250_fast,250ms fast,on,250,1,124.0,192.413696
p250_fast,250ms fast,on,250,1,125.0,231.211008
p250_fast,250ms fast,on,250,1,126.0,199.491584
p250_fast,250ms fast,on,250,1,127.0,219.676672
p250_fast,250ms fast,on,250,1,128.0,292.29056
p250_fast,250ms fast,on,250,1,129.001,260.5727072927073
p250_fast,250ms fast,on,250,1,130.0,332.9937297297297
p250_fast,250ms fast,on,250,1,131.0,350.486528
p250_fast,250ms fast,on,250,1,132.0,254.803968
p250_fast,250ms fast,on,250,1,133.0,342.884352
p250_fast,250ms fast,on,250,1,134.0,251.396096
p250_fast,250ms fast,on,250,1,135.0,332.398592
p250_fast,250ms fast,on,250,1,136.0,329.777152
p250_fast,250ms fast,on,250,1,137.0,334.757888
p250_fast,250ms fast,on,250,1,138.0,305.922048
p250_fast,250ms fast,on,250,1,139.0,242.745344
p250_fast,250ms fast,on,250,1,140.0,310.116352
p250_fast,250ms fast,on,250,1,141.0,193.98656
p250_fast,250ms fast,on,250,1,142.0,203.948032
p250_fast,250ms fast,on,250,1,143.0,231.735296
p250_fast,250ms fast,on,250,1,144.0,337.379328
p250_fast,250ms fast,on,250,1,145.0,340.000768
p250_fast,250ms fast,on,250,1,146.0,338.690048
p250_fast,250ms fast,on,250,1,147.0,349.700096
p250_fast,250ms fast,on,250,1,148.001,249.31177622377626
p250_fast,250ms fast,on,250,1,149.0,262.4064064064064
p250_fast,250ms fast,on,250,1,150.001,330.7571148851149
p250_fast,250ms fast,on,250,1,151.0,278.1507907907908
p250_fast,250ms fast,on,250,1,152.0,304.873472
p250_fast,250ms fast,on,250,1,153.001,276.02375224775227
p250_fast,250ms fast,on,250,1,154.0,324.0719119119119
p250_fast,250ms fast,on,250,1,155.0,291.766272
p250_fast,250ms fast,on,250,1,156.0,327.942144
p250_fast,250ms fast,on,250,1,157.0,304.08704
p250_fast,250ms fast,on,250,1,158.0,257.163264
p250_fast,250ms fast,on,250,1,159.0,318.767104
p250_fast,250ms fast,on,250,1,160.0,241.434624
p250_fast,250ms fast,on,250,1,161.0,339.214336
p250_fast,250ms fast,on,250,1,162.0,316.669952
p250_fast,250ms fast,on,250,1,163.0,311.164928
p250_fast,250ms fast,on,250,1,164.0,282.329088
p250_fast,250ms fast,on,250,1,165.004,328.7243984063745
p250_fast,250ms fast,on,250,1,166.0,245.29940562248996
p250_fast,250ms fast,on,250,1,167.0,361.496576
p250_fast,250ms fast,on,250,1,168.0,286.523392
p250_fast,250ms fast,on,250,1,169.0,289.144832
p250_fast,250ms fast,on,250,1,170.0,271.31904
p250_fast,250ms fast,on,250,1,171.0,305.922048
p250_fast,250ms fast,on,250,1,172.0,319.81568
p250_fast,250ms fast,on,250,1,173.0,314.5728
p250_fast,250ms fast,on,250,1,174.0,207.618048
p250_fast,250ms fast,on,250,1,175.001,294.61738261738265
p250_fast,250ms fast,on,250,1,176.0,211.76196996996995
p250_fast,250ms fast,on,250,1,177.0,250.085376
p250_fast,250ms fast,on,250,1,178.0,276.56192
p250_fast,250ms fast,on,250,1,179.0,260.308992
p250_fast,250ms fast,on,250,1,180.001,254.81130069930074
p250_fast,250ms fast,on,250,1,181.0,218.05972372372372
p250_fast,250ms fast,on,250,1,182.0,247.463936
p250_fast,250ms fast,on,250,1,183.0,236.978176
p250_fast,250ms fast,on,250,1,184.0,209.7152
p250_fast,250ms fast,on,250,1,185.0,270.532608
p250_fast,250ms fast,on,250,1,186.0,208.142336
p250_fast,250ms fast,on,250,1,187.0,212.33664
p250_fast,250ms fast,on,250,1,188.0,224.395264
p250_fast,250ms fast,on,250,1,189.0,211.550208
p250_fast,250ms fast,on,250,1,190.001,235.95578821178825
p250_fast,250ms fast,on,250,1,191.0,231.18004404404405
p250_fast,250ms fast,on,250,1,192.001,183.31748251748255
p250_fast,250ms fast,on,250,1,193.0,218.05972372372372
p250_fast,250ms fast,on,250,1,194.0,224.657408
p250_fast,250ms fast,on,250,1,195.0,220.20096
p250_fast,250ms fast,on,250,1,196.0,223.870976
p250_fast,250ms fast,on,250,1,197.0,223.870976
p250_fast,250ms fast,on,250,1,198.0,233.30816
p250_fast,250ms fast,on,250,1,199.0,319.81568
p250_fast,250ms fast,on,250,1,200.0,223.346688
