event,timestamp,elapsed_ms,window,window_seq,window_sec,threshold_pct,remote_threshold_pct,min_pte_updates,min_hint_faults,sample_pct,pte_delta,hit_delta,refault_delta,lost_delta,remote_refault_delta,hint_fault_delta,estimated_local_accesses,estimated_remote_accesses,access_pct,fast_pct,remote_ratio_pct,local_consecutive,remote_consecutive,reenable_consecutive,consecutive,stop_reason,controller_state,node_balancing
start,2026-05-20T05:31:54Z,0,0,1,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T05:32:04Z,10003,1,1,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T05:32:14Z,20005,2,2,10.0,80.0,20.0,1000,1000,10.00,39374,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-20T05:32:24Z,30007,3,3,10.0,80.0,20.0,1000,1000,10.00,39326,0,39326,0,252549,481002,2525490.00,0.00,100.00,0.00,0.00,1,1,0,1,,on,2
sample,2026-05-20T05:32:34Z,40008,4,4,10.0,80.0,20.0,1000,1000,10.00,255024,160746,255024,0,160079,5284134,1600790.00,3683344.00,100.00,63.03,69.71,2,0,0,2,,on,2
sample,2026-05-20T05:32:44Z,50009,5,5,10.0,80.0,20.0,1000,1000,10.00,99078,80103,95154,3922,256606,960309,2566060.00,0.00,96.04,80.85,0.00,3,1,0,3,,on,2
off,2026-05-20T05:32:44Z,50009,5,5,10.0,80.0,20.0,1000,1000,10.00,99078,80103,95154,3922,256606,960309,2566060.00,0.00,96.04,80.85,0.00,3,1,0,3,local_access,off,0
sample,2026-05-20T05:32:54Z,60010,6,6,10.0,80.0,20.0,1000,1000,10.00,280618,138706,273298,7320,32943,32943,329430.00,0.00,97.39,49.43,0.00,1,1,0,1,,off,0
sample,2026-05-20T05:33:04Z,70011,7,7,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,,off,0
sample,2026-05-20T05:33:14Z,80012,8,8,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,,off,0
on,2026-05-20T05:33:14Z,80012,8,8,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,reenable,on,2
sample,2026-05-20T05:33:24Z,90013,9,9,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,2616202,0.00,2616202.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:33:34Z,100015,10,10,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,2184962,0.00,2184962.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:33:44Z,110016,11,11,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,564758,0.00,564758.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:33:54Z,120017,12,12,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1187186,0.00,1187186.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:34:04Z,130018,13,13,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1440962,0.00,1440962.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:34:14Z,140019,14,14,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1421365,0.00,1421365.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:34:24Z,150020,15,15,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,626659,0.00,626659.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:34:34Z,160022,16,16,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,991971,0.00,991971.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:34:44Z,170023,17,17,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1310258,0.00,1310258.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:34:54Z,180024,18,18,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1269241,0.00,1269241.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:35:04Z,190025,19,19,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,872626,0.00,872626.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:35:14Z,200026,20,20,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1062561,0.00,1062561.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:35:24Z,210028,21,21,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,765950,0.00,765950.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:35:34Z,220029,22,22,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,911128,0.00,911128.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:35:44Z,230030,23,23,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1316614,0.00,1316614.00,0.00,0.00,100.00,0,0,0,0,,on,2
sample,2026-05-20T05:35:54Z,240031,24,24,10.0,80.0,20.0,1000,1000,10.00,0,0,0,0,0,1882877,0.00,1882877.00,0.00,0.00,100.00,0,0,0,0,,on,2
