event,timestamp,elapsed_ms,window,window_seq,window_sec,threshold_pct,remote_threshold_pct,min_pte_updates,min_hint_faults,sample_pct,pte_delta,hit_delta,refault_delta,lost_delta,remote_refault_delta,hint_fault_delta,estimated_local_accesses,estimated_remote_accesses,access_pct,fast_pct,remote_ratio_pct,vmstat_numa_hint_faults_delta,vmstat_numa_hint_faults_local_delta,vmstat_numa_pages_migrated_delta,vmstat_pgmigrate_success_delta,vmstat_pgpromote_candidate_delta,vmstat_pgpromote_success_delta,vmstat_pgdemote_kswapd_delta,vmstat_pgdemote_direct_delta,local_consecutive,remote_consecutive,reenable_consecutive,consecutive,stop_reason,controller_state,node_balancing
sample,2026-05-28T10:01:50Z,835357,167,167,5.0,80.0,20.0,1,1,10.00,19245,14839,19030,0,11697,11068,116970.00,0.00,98.88,77.11,0.00,11698,11698,0,0,0,0,0,0,100,100,0,100,,off,0
sample,2026-05-28T10:01:55Z,840359,168,168,5.0,80.0,20.0,1,1,10.00,16493,8603,14178,0,15483,16118,154830.00,0.00,85.96,52.16,0.00,15482,15482,0,0,0,0,0,0,101,101,0,101,,off,0
sample,2026-05-28T10:02:00Z,845360,169,169,5.0,80.0,20.0,1,1,10.00,19359,9414,16692,0,29122,29123,291220.00,0.00,86.22,48.63,0.00,29123,29123,0,0,0,0,0,0,102,102,0,102,,off,0
sample,2026-05-28T10:02:05Z,850361,170,170,5.0,80.0,20.0,1,1,10.00,33221,22667,30961,0,43793,43805,437930.00,0.00,93.20,68.23,0.00,43799,43799,0,0,0,0,0,0,103,103,0,103,,off,0
sample,2026-05-28T10:02:10Z,855363,171,171,5.0,80.0,20.0,1,1,10.00,44916,30968,42984,0,43854,42949,438540.00,0.00,95.70,68.95,0.00,43856,43856,0,0,0,0,0,0,104,104,0,104,,off,0
sample,2026-05-28T10:02:15Z,860364,172,172,5.0,80.0,20.0,1,1,10.00,42958,30983,41700,0,43288,44209,432880.00,0.00,97.07,72.12,0.00,43287,43287,0,0,0,0,0,0,105,105,0,105,,off,0
sample,2026-05-28T10:02:20Z,865365,173,173,5.0,80.0,20.0,1,1,10.00,31766,23916,31588,0,11233,11210,112330.00,0.00,99.44,75.29,0.00,11233,11233,0,0,0,0,0,0,106,106,0,106,,off,0
sample,2026-05-28T10:02:25Z,870367,174,174,5.0,80.0,20.0,1,1,10.00,13688,7203,11653,0,14449,14475,144490.00,0.00,85.13,52.62,0.00,14450,14450,0,0,0,0,0,0,107,107,0,107,,off,0
sample,2026-05-28T10:02:30Z,875368,175,175,5.0,80.0,20.0,1,1,10.00,19232,9313,16395,0,24536,24541,245360.00,0.00,85.25,48.42,0.00,24540,24540,0,0,0,0,0,0,108,108,0,108,,off,0
sample,2026-05-28T10:02:35Z,880370,176,176,5.0,80.0,20.0,1,1,10.00,26602,17091,24453,0,43268,43276,432680.00,0.00,91.92,64.25,0.00,43270,43270,0,0,0,0,0,0,109,109,0,109,,off,0
sample,2026-05-28T10:02:40Z,885371,177,177,5.0,80.0,20.0,1,1,10.00,46299,32235,44131,0,42911,42916,429110.00,0.00,95.32,69.62,0.00,42914,42914,0,0,0,0,0,0,110,110,0,110,,off,0
sample,2026-05-28T10:02:45Z,890372,178,178,5.0,80.0,20.0,1,1,10.00,41607,29601,40306,0,49662,49668,496620.00,0.00,96.87,71.14,0.00,49662,49662,0,0,0,0,0,0,111,111,0,111,,off,0
sample,2026-05-28T10:02:50Z,895374,179,179,5.0,80.0,20.0,1,1,10.00,41952,31552,41573,0,12062,12064,120620.00,0.00,99.10,75.21,0.00,12061,12061,0,0,0,0,0,0,112,112,0,112,,off,0
sample,2026-05-28T10:02:55Z,900375,180,180,5.0,80.0,20.0,1,1,10.00,10593,5580,8831,0,13436,13437,134360.00,0.00,83.37,52.68,0.00,13436,13436,0,0,0,0,0,0,113,113,0,113,,off,0
sample,2026-05-28T10:03:00Z,905376,181,181,5.0,80.0,20.0,1,1,10.00,17936,8834,15271,0,20652,20654,206520.00,0.00,85.14,49.25,0.00,20651,20651,0,0,0,0,0,0,114,114,0,114,,off,0
sample,2026-05-28T10:03:05Z,910377,182,182,5.0,80.0,20.0,1,1,10.00,22867,13540,20723,0,42292,42300,422920.00,0.00,90.62,59.21,0.00,42293,42293,0,0,0,0,0,0,115,115,0,115,,off,0
sample,2026-05-28T10:03:10Z,915379,183,183,5.0,80.0,20.0,1,1,10.00,46384,32513,44131,0,42287,42290,422870.00,0.00,95.14,70.10,0.00,42288,42288,0,0,0,0,0,0,116,116,0,116,,off,0
sample,2026-05-28T10:03:15Z,920380,184,184,5.0,80.0,20.0,1,1,10.00,40958,28786,39520,0,52495,52506,524950.00,0.00,96.49,70.28,0.00,52496,52496,0,0,0,0,0,0,117,117,0,117,,off,0
sample,2026-05-28T10:03:20Z,925381,185,185,5.0,80.0,20.0,1,1,10.00,50626,37735,49876,0,15621,15624,156210.00,0.00,98.52,74.54,0.00,15619,15619,0,0,0,0,0,0,118,118,0,118,,off,0
sample,2026-05-28T10:03:25Z,930382,186,186,5.0,80.0,20.0,1,1,10.00,7009,3839,5814,0,12758,12760,127580.00,0.00,82.95,54.77,0.00,12758,12758,0,0,0,0,0,0,119,119,0,119,,off,0
sample,2026-05-28T10:03:30Z,935384,187,187,5.0,80.0,20.0,1,1,10.00,17148,8364,14584,0,17675,17677,176750.00,0.00,85.05,48.78,0.00,17674,17674,0,0,0,0,0,0,120,120,0,120,,off,0
sample,2026-05-28T10:03:35Z,940385,188,188,5.0,80.0,20.0,1,1,10.00,19846,10165,17598,0,39678,39683,396780.00,0.00,88.67,51.22,0.00,39682,39682,0,0,0,0,0,0,121,121,0,121,,off,0
sample,2026-05-28T10:03:40Z,945386,189,189,5.0,80.0,20.0,1,1,10.00,45373,31875,42874,0,42901,42908,429010.00,0.00,94.49,70.25,0.00,42904,42904,0,0,0,0,0,0,122,122,0,122,,off,0
sample,2026-05-28T10:03:45Z,950388,190,190,5.0,80.0,20.0,1,1,10.00,40624,28738,39105,0,49732,49740,497320.00,0.00,96.26,70.74,0.00,49731,49731,0,0,0,0,0,0,123,123,0,123,,off,0
sample,2026-05-28T10:03:50Z,955389,191,191,5.0,80.0,20.0,1,1,10.00,52655,38498,51560,0,24589,24599,245890.00,0.00,97.92,73.11,0.00,24588,24588,0,0,0,0,0,0,124,124,0,124,,off,0
sample,2026-05-28T10:03:55Z,960390,192,192,5.0,80.0,20.0,1,1,10.00,10996,7541,10042,0,12232,11447,122320.00,0.00,91.32,68.58,0.00,12234,12234,0,0,0,0,0,0,125,125,0,125,,off,0
sample,2026-05-28T10:04:00Z,965392,193,193,5.0,80.0,20.0,1,1,10.00,16254,8354,13892,0,16430,17222,164300.00,0.00,85.47,51.40,0.00,16433,16433,0,0,0,0,0,0,126,126,0,126,,off,0
sample,2026-05-28T10:04:05Z,970393,194,194,5.0,80.0,20.0,1,1,10.00,19686,9804,17127,0,34601,34606,346010.00,0.00,87.00,49.80,0.00,34601,34601,0,0,0,0,0,0,127,127,0,127,,off,0
sample,2026-05-28T10:04:10Z,975394,195,195,5.0,80.0,20.0,1,1,10.00,39755,27818,37327,0,43580,43581,435800.00,0.00,93.89,69.97,0.00,43579,43579,0,0,0,0,0,0,128,128,0,128,,off,0
sample,2026-05-28T10:04:15Z,980396,196,196,5.0,80.0,20.0,1,1,10.00,42358,29609,40652,0,45223,45228,452230.00,0.00,95.97,69.90,0.00,45224,45224,0,0,0,0,0,0,129,129,0,129,,off,0
sample,2026-05-28T10:04:20Z,985397,197,197,5.0,80.0,20.0,1,1,10.00,48467,34608,47136,0,35133,35144,351330.00,0.00,97.25,71.41,0.00,35134,35134,0,0,0,0,0,0,130,130,0,130,,off,0
sample,2026-05-28T10:04:25Z,990398,198,198,5.0,80.0,20.0,1,1,10.00,19240,14865,19007,0,11630,11499,116300.00,0.00,98.79,77.26,0.00,11631,11631,0,0,0,0,0,0,131,131,0,131,,off,0
sample,2026-05-28T10:04:30Z,995400,199,199,5.0,80.0,20.0,1,1,10.00,16493,8541,14182,0,15656,15796,156560.00,0.00,85.99,51.79,0.00,15656,15656,0,0,0,0,0,0,132,132,0,132,,off,0
sample,2026-05-28T10:04:35Z,1000401,200,200,5.0,80.0,20.0,1,1,10.00,19359,9453,16752,0,29241,29243,292410.00,0.00,86.53,48.83,0.00,29245,29245,0,0,0,0,0,0,133,133,0,133,,off,0
sample,2026-05-28T10:04:40Z,1005402,201,201,5.0,80.0,20.0,1,1,10.00,33217,22602,30976,0,43756,43765,437560.00,0.00,93.25,68.04,0.00,43757,43757,0,0,0,0,0,0,134,134,0,134,,off,0
sample,2026-05-28T10:04:45Z,1010404,202,202,5.0,80.0,20.0,1,1,10.00,44254,30648,42350,0,43322,43331,433220.00,0.00,95.70,69.25,0.00,43325,43325,0,0,0,0,0,0,135,135,0,135,,off,0
sample,2026-05-28T10:04:50Z,1015405,203,203,5.0,80.0,20.0,1,1,10.00,43620,31207,42367,0,43606,43616,436060.00,0.00,97.13,71.54,0.00,43608,43608,0,0,0,0,0,0,136,136,0,136,,off,0
sample,2026-05-28T10:04:55Z,1020406,204,204,5.0,80.0,20.0,1,1,10.00,31766,23771,31592,0,11280,11283,112800.00,0.00,99.45,74.83,0.00,11279,11279,0,0,0,0,0,0,137,137,0,137,,off,0
sample,2026-05-28T10:05:00Z,1025408,205,205,5.0,80.0,20.0,1,1,10.00,13695,7199,11674,0,14387,14390,143870.00,0.00,85.24,52.57,0.00,14387,14387,0,0,0,0,0,0,138,138,0,138,,off,0
sample,2026-05-28T10:05:05Z,1030409,206,206,5.0,80.0,20.0,1,1,10.00,19225,9285,16355,0,24698,24701,246980.00,0.00,85.07,48.30,0.00,24700,24700,0,0,0,0,0,0,139,139,0,139,,off,0
sample,2026-05-28T10:05:10Z,1035410,207,207,5.0,80.0,20.0,1,1,10.00,26596,17263,24417,0,43118,43125,431180.00,0.00,91.81,64.91,0.00,43122,43122,0,0,0,0,0,0,140,140,0,140,,off,0
sample,2026-05-28T10:05:15Z,1040412,208,208,5.0,80.0,20.0,1,1,10.00,46600,32457,44402,0,42814,42822,428140.00,0.00,95.28,69.65,0.00,42812,42812,0,0,0,0,0,0,141,141,0,141,,off,0
sample,2026-05-28T10:05:20Z,1045413,209,209,5.0,80.0,20.0,1,1,10.00,41306,29460,39999,0,49532,49538,495320.00,0.00,96.84,71.32,0.00,49535,49535,0,0,0,0,0,0,142,142,0,142,,off,0
sample,2026-05-28T10:05:25Z,1050414,210,210,5.0,80.0,20.0,1,1,10.00,41952,31173,41573,0,12342,12350,123420.00,0.00,99.10,74.31,0.00,12343,12343,0,0,0,0,0,0,143,143,0,143,,off,0
sample,2026-05-28T10:05:30Z,1055415,211,211,5.0,80.0,20.0,1,1,10.00,10522,5576,8801,0,13388,13390,133880.00,0.00,83.64,52.99,0.00,13388,13388,0,0,0,0,0,0,144,144,0,144,,off,0
sample,2026-05-28T10:05:35Z,1060417,212,212,5.0,80.0,20.0,1,1,10.00,18168,8782,15422,0,20775,20776,207750.00,0.00,84.89,48.34,0.00,20776,20776,0,0,0,0,0,0,145,145,0,145,,off,0
sample,2026-05-28T10:05:40Z,1065419,213,213,5.0,80.0,20.0,1,1,10.00,22259,13344,20686,0,36384,36389,363840.00,0.00,92.93,59.95,0.00,36384,36384,0,0,0,0,0,0,146,146,0,146,,off,0
sample,2026-05-28T10:05:45Z,1070423,214,214,5.0,80.0,20.0,1,1,10.00,40349,26910,28198,239,6028,6028,60280.00,0.00,69.89,66.69,0.00,6028,6028,0,66069,0,0,0,0,0,147,0,0,,off,0
sample,2026-05-28T10:05:50Z,1075426,215,215,5.0,80.0,20.0,1,1,10.00,17858,3008,3733,14125,0,0,0.00,0.00,20.90,16.84,0.00,0,0,0,177434,0,0,0,0,0,0,1,0,,off,0
exit,2026-05-28T10:05:50Z,1075628,216,0,5.0,80.0,20.0,1,1,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,1,0,,off,0
