local_mem_gib,case_dir,target_ops,off_elapsed_s,on_elapsed_s,time_ratio_on_off,off_mops,on_mops,throughput_ratio_on_off,on_user_cpu_s,on_system_cpu_s,on_numa_hint_faults,on_numa_hint_faults_local,on_numa_pages_migrated,on_migrated_gib,on_pgpromote_success,on_pgdemote_direct,on_pgdemote_kswapd,on_pgdemote_total,on_demoted_gib,on_pgfault,on_pgmajfault,on_memory_psi_some_s,on_memory_psi_full_s
16,local-16G,43686414250,265.278708,302.211244,1.1392216370414472,165.698582348,145.448942511,0.8777923169283868,8294.94,2033.35,36398651,0,0,0.0,0,60635,181830,242465,0.9249305725097656,271320994,0,0.417612,0.41759
