policy,sample,elapsed_ms,phase_id,phase_name,phase_rel_ms,stop_effective,running,earlystop_current_demote_promoted,earlystop_cnt,restart_cnt,hint_faults,pte_updates,promoted_pages,demoted_pages,demote_promoted_pages,promote_candidate_demoted_pages,delta_hint_faults,delta_pte_updates,delta_promoted_pages,delta_demoted_pages,delta_demote_promoted_pages,delta_promote_candidate_demoted_pages,anon_n0_gib,anon_n1_gib
adaptive_cgroup,104,106759,2,stream-read-32g-split16-4k,46759,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,105,107782,2,stream-read-32g-split16-4k,47782,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,106,108805,2,stream-read-32g-split16-4k,48805,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,107,109825,2,stream-read-32g-split16-4k,49825,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,108,110853,2,stream-read-32g-split16-4k,50853,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,109,111872,2,stream-read-32g-split16-4k,51872,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,110,112891,2,stream-read-32g-split16-4k,52891,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,111,113916,2,stream-read-32g-split16-4k,53916,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,112,114943,2,stream-read-32g-split16-4k,54943,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,113,115970,2,stream-read-32g-split16-4k,55970,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,114,116994,2,stream-read-32g-split16-4k,56994,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,115,118013,2,stream-read-32g-split16-4k,58013,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,116,119031,2,stream-read-32g-split16-4k,59031,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,48.88
adaptive_cgroup,117,120048,2,stream-read-32g-split16-4k,60048,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,15.12,47.77
adaptive_cgroup,118,121098,2,stream-read-32g-split16-4k,61098,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,8.00,41.75
adaptive_cgroup,119,122161,2,stream-read-32g-split16-4k,62161,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,0.00,33.71
adaptive_cgroup,120,123225,2,stream-read-32g-split16-4k,63225,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,0.00,3.05
adaptive_cgroup,121,124288,2,stream-read-32g-split16-4k,64288,0,1,0,0,0,5694701,16490477,2097158,2327295,0,6,0,0,0,0,0,0,0.00,0.00
