placement,placement_label,candidate,policy,time_s,mops_s
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,147.0,173.801472
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,148.0,167.247872
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,149.0,166.46144
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,150.0,178.25792
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,151.0,163.315712
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,152.0,170.131456
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,153.0,173.801472
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,154.0,173.277184
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,155.0,167.510016
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,156.0,185.335808
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,157.0,214.171648
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,158.0,214.695936
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,159.0,213.385216
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,160.0,212.33664
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,161.0,214.171648
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,162.0,216.530944
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,163.0,213.123072
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,164.0,212.860928
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,165.0,214.95808
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,166.0,213.909504
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,167.0,221.51168
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,168.0,213.123072
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,169.0,213.123072
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,170.0,213.64736
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,171.0,213.64736
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,172.0,216.793088
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,173.0,213.123072
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,174.0,213.385216
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,175.0,213.64736
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,176.0,213.123072
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,177.0,213.385216
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,178.001,212.64827972027976
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,179.0,212.8115955955956
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,180.0,214.95808
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,181.0,211.550208
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,182.0,220.987392
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,183.0,213.64736
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,184.0,214.433792
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,185.0,213.123072
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,186.0,213.385216
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,187.0,214.95808
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,188.001,213.4339260739261
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,189.0,212.5491891891892
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,190.0,214.171648
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,191.0,213.123072
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,192.0,224.657408
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,193.001,212.3863976023976
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,194.0,214.12362762762763
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,195.0,213.385216
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,196.0,212.860928
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,197.0,214.433792
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,198.0,213.909504
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,199.0,212.860928
remote,0G local / 32G remote,stream_read_32g_remote_4kstride,on,200.0,214.695936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,1.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,2.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,3.0,278.921216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,4.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,5.0,279.18336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,6.0,284.164096
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,7.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,8.006,280.124055666004
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,9.0,280.0773923541247
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,10.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,11.0,287.04768
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,12.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,13.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,14.001,279.69010189810194
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,15.0,279.9876356356356
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,16.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,17.0,279.445504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,18.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,19.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,20.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,21.0,289.406976
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,22.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,23.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,24.001,280.2138661338662
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,25.0,279.20041641641643
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,26.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,27.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,28.0,281.542656
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,29.0,279.445504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,30.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,31.0,282.591232
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,32.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,33.0,284.42624
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,34.001,279.69010189810194
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,35.0,279.9876356356356
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,36.0,286.785536
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,37.0,281.542656
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,38.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,39.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,40.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,41.0,282.066944
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,42.0,279.445504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,43.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,44.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,45.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,46.004,280.4209721115538
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,47.0,281.62056224899595
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,48.0,278.134784
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,49.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,50.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,51.0,283.11552
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,52.0,281.280512
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,53.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,54.0,278.659072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,55.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,56.0,287.309824
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,57.0,278.921216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,58.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,59.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,60.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,61.0,284.688384
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,62.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,63.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,64.0,279.18336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,65.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,66.0,287.309824
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,67.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,68.0,279.18336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,69.0,278.659072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,70.0,279.18336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,71.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,72.0,281.542656
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,73.0,281.280512
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,74.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,75.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,76.001,282.3089230769231
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,77.0,280.250042042042
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,78.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,79.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,80.0,281.280512
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,81.0,278.659072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,82.0,278.921216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,83.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,84.0,278.921216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,85.001,279.1663376623377
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,86.0,280.7748548548549
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,87.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,88.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,89.0,279.18336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,90.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,91.0,286.785536
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,92.0,279.18336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,93.0,278.921216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,94.001,280.47574825174826
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,95.0,279.46282282282283
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,96.0,283.639808
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,97.0,278.921216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,98.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,99.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,100.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,101.0,288.096256
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,102.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,103.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,104.0,279.18336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,105.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,106.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,107.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,108.0,278.659072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,109.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,110.0,278.659072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,111.0,278.396928
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,112.001,278.9044555444556
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,113.0,279.9876356356356
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,114.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,115.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,116.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,117.0,278.396928
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,118.0,279.445504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,119.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,120.0,278.659072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,121.001,282.3089230769231
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,122.0,281.5620740740741
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,123.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,124.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,125.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,126.0,283.639808
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,127.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,128.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,129.0,281.542656
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,130.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,131.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,132.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,133.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,134.0,281.542656
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,135.0,279.445504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,136.0,284.950528
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,137.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,138.001,281.2613946053947
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,139.0,280.7748548548549
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,140.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,141.0,281.8048
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,142.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,143.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,144.0,281.542656
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,145.0,279.18336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,146.0,284.164096
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,147.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,148.0,282.066944
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,149.002,279.67259081836323
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,150.0,280.7935230460922
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,151.0,279.707648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,152.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,153.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,154.002,279.9342115768463
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,155.0,280.5308537074148
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,156.0,287.309824
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,157.001,283.8802157842158
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,158.0,280.7748548548549
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,159.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,160.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,161.0,284.164096
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,162.0,281.542656
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,163.001,278.64257342657345
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,164.0,279.7252292292292
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,165.0,281.280512
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,166.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,167.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,168.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,169.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,170.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,171.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,172.0,279.445504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,173.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,174.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,175.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,176.005,283.53286368159206
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,177.0,288.2266693467337
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,178.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,179.0,281.018368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,180.0,279.969792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,181.001,279.1663376623377
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,182.0,282.3492932932933
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,183.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,184.0,279.18336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,185.0,279.445504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,186.0,281.280512
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,187.0,285.73696
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,188.0,279.445504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,189.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,190.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,191.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,192.0,313.26208
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,193.0,278.396928
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,194.0,281.280512
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,195.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,196.0,279.445504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,197.0,280.49408
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,198.0,280.756224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,199.0,280.231936
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,off,200.001,280.47574825174826
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,1.0,199.22944
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,2.0,267.38688
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,3.0,186.908672
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,4.0,333.447168
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,5.0,262.930432
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,6.0,391.118848
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,7.001,255.5969470529471
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,8.0,456.3247407407407
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,9.0,350.486528
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,10.0,241.434624
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,11.0,241.696768
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,12.001,294.09361838161846
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,13.0,197.3296176176176
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,14.0,242.745344
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,15.0,244.056064
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,16.0,262.144
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,17.0,244.580352
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,18.0,245.366784
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,19.0,245.628928
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,20.001,245.6454265734266
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,21.0,246.1372092092092
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,22.0,243.269632
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,23.0,244.318208
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,24.0,246.677504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,25.0,244.318208
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,26.0,251.396096
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,27.0,244.580352
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,28.0,244.842496
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,29.0,246.41536
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,30.0,243.79392
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,31.0,247.72608
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,32.0,244.580352
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,33.0,246.153216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,34.0,245.891072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,35.001,247.47860139860143
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,36.0,254.0094014014014
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,37.0,244.580352
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,38.0,244.056064
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,39.0,246.677504
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,40.0,244.056064
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,41.0,247.988224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,42.0,243.531776
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,43.0,248.774656
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,44.0,245.10464
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,45.0,245.10464
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,46.0,245.891072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,47.0,245.10464
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,48.0,244.318208
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,49.0,246.153216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,50.0,246.939648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,51.0,246.41536
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,52.0,248.512512
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,53.0,245.10464
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,54.001,247.47860139860143
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,55.0,245.08758358358358
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,56.0,244.580352
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,57.0,245.10464
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,58.0,244.842496
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,59.0,247.988224
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,60.0,246.41536
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,61.0,245.366784
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,62.001,245.12166233766237
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,63.0,245.08758358358358
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,64.0,245.891072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,65.001,246.16919080919084
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,66.0,243.77555155155156
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,67.0,245.366784
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,68.0,246.153216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,69.001,244.0741338661339
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,70.0,246.1372092092092
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,71.0,247.201792
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,72.0,245.10464
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,73.0,244.580352
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,74.0,244.842496
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,75.001,245.38354445554447
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,76.0,243.51314514514516
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,77.0,244.318208
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,78.0,245.628928
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,79.0,245.628928
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,80.0,246.153216
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,81.0,250.34752
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,82.0,242.745344
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,83.0,249.0368
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,84.0,245.891072
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,85.0,244.580352
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,86.0,283.639808
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,87.0,330.825728
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,88.0,345.243648
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,89.0,356.777984
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,90.0,339.214336
split8,8G local / 24G remote,stream_read_32g_split8_4kstride,on,91.0,198.705152
