event,timestamp,elapsed_ms,window,window_seq,window_sec,threshold_pct,remote_threshold_pct,min_pte_updates,min_hint_faults,sample_pct,pte_delta,hit_delta,refault_delta,lost_delta,remote_refault_delta,hint_fault_delta,estimated_local_accesses,estimated_remote_accesses,access_pct,fast_pct,remote_ratio_pct,local_consecutive,remote_consecutive,reenable_consecutive,consecutive,stop_reason,controller_state,node_balancing
start,2026-05-28T06:26:03Z,1,0,1,5.0,80.0,20.0,1,1,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T06:26:08Z,5003,1,1,5.0,80.0,20.0,1,1,10.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T06:26:13Z,10005,2,2,5.0,80.0,20.0,1,1,10.00,72092,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T06:26:18Z,15008,3,3,5.0,80.0,20.0,1,1,10.00,117967,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T06:26:23Z,20010,4,4,5.0,80.0,20.0,1,1,10.00,117965,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T06:26:28Z,25013,5,5,5.0,80.0,20.0,1,1,10.00,117962,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T06:26:33Z,30015,6,6,5.0,80.0,20.0,1,1,10.00,117967,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,,on,2
sample,2026-05-28T06:26:38Z,35017,7,7,5.0,80.0,20.0,1,1,10.00,117964,15755,117964,0,802693,2117315,8026930.00,0.00,100.00,13.36,0.00,1,1,0,1,,on,2
sample,2026-05-28T06:26:43Z,40018,8,8,5.0,80.0,20.0,1,1,10.00,140779,140756,140776,3,19394,3057972,193940.00,2864032.00,100.00,99.98,93.66,2,0,0,2,,on,2
sample,2026-05-28T06:26:48Z,45019,9,9,5.0,80.0,20.0,1,1,10.00,19416,19409,19411,5,8634,3236266,86340.00,3149926.00,99.97,99.96,97.33,3,0,0,3,,on,2
off,2026-05-28T06:26:48Z,45020,9,9,5.0,80.0,20.0,1,1,10.00,19416,19409,19411,5,8634,3236266,86340.00,3149926.00,99.97,99.96,97.33,3,0,0,3,local_access,off,0
sample,2026-05-28T06:26:53Z,50020,10,10,5.0,80.0,20.0,1,1,10.00,8620,8620,8620,0,281764,281989,2817640.00,0.00,100.00,100.00,0.00,1,1,0,1,,off,0
sample,2026-05-28T06:26:58Z,55021,11,11,5.0,80.0,20.0,1,1,10.00,294985,294975,294985,0,316790,316826,3167900.00,0.00,100.00,100.00,0.00,2,2,0,2,,off,0
sample,2026-05-28T06:27:03Z,60022,12,12,5.0,80.0,20.0,1,1,10.00,314942,314932,314942,0,183199,183222,1831990.00,0.00,100.00,100.00,0.00,3,3,0,3,,off,0
sample,2026-05-28T06:27:08Z,65024,13,13,5.0,80.0,20.0,1,1,10.00,173275,173264,173275,0,15256,15261,152560.00,0.00,100.00,99.99,0.00,4,4,0,4,,off,0
sample,2026-05-28T06:27:13Z,70025,14,14,5.0,80.0,20.0,1,1,10.00,14147,14146,14147,0,11543,11551,115430.00,0.00,100.00,99.99,0.00,5,5,0,5,,off,0
sample,2026-05-28T06:27:18Z,75026,15,15,5.0,80.0,20.0,1,1,10.00,18750,18747,18750,0,313220,313238,3132200.00,0.00,100.00,99.98,0.00,6,6,0,6,,off,0
sample,2026-05-28T06:27:23Z,80027,16,16,5.0,80.0,20.0,1,1,10.00,320638,320630,320638,0,317744,317786,3177440.00,0.00,100.00,100.00,0.00,7,7,0,7,,off,0
