candidate,policy,rep,returncode,primary,mean_mops_s,sd_mops_s,median_mops_s,mean_MB_s,sd_MB_s,median_MB_s,runner_steady_mean_rate,runner_steady_cv,promote_gib,migrate_gib,hint_faults,pgpromote_success,promotion_blocked,sampled,sampled_refault,sampled_refault_rate_pct,sampled_refault_avg_us,sampled_refault_total_ms,vm_pgmigrate_success,vm_pgmigrate_fail,max_anon_n0_gib,last_anon_n0_gib,max_memory_current_gib
sparse_stride_read_64g_block2m_remoteft,off,1,0,bytes,44.339785142857146,8.111679555128422,50.331648,354.71828114285717,64.89343644102738,402.653184,353177133.9935514,0.18455725995936992,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,1.4609603881835938,0.0,64.1338882446289
sparse_stride_read_64g_block2m_remoteft,off,2,0,bytes,47.388276771929824,6.437798562412707,50.331648,379.1062141754386,51.50238849930166,402.653184,379097153.01688254,0.13571473361417852,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,1.4481925964355469,0.0,64.13434219360352
sparse_stride_read_64g_block2m_remoteft,off,3,0,bytes,55.335379087719296,7.74359999633714,50.331648,442.68303270175437,61.94879997069712,402.653184,445026476.4421408,0.14122884952508435,0.0,0.0,0,0,0,0,0,0.0,0.0,0,86016,0,1.4359703063964844,0.0,64.13399124145508
sparse_stride_read_64g_block2m_remoteft,on,1,0,bytes,13.833844771929824,6.437798562412706,16.777216,110.67075817543859,51.502388499301645,134.217728,110656691.17345496,0.46536653478868417,14.585845947265625,14.585845947265625,29414462,3823592,8,382359,382359,100.0,1.0,764,3932868,8,15.616962432861328,0.0,64.13284683227539
sparse_stride_read_64g_block2m_remoteft,on,2,0,bytes,12.95083340350877,7.102094864594107,16.777216,103.60666722807017,56.81675891675285,134.217728,101230841.44391799,0.5756701614674588,20.917800903320312,20.917800903320312,29104684,5483476,294,548349,548349,100.0,1.0,1088,7496410,298,15.617103576660156,0.0,64.13308715820312
sparse_stride_read_64g_block2m_remoteft,on,3,0,bytes,21.48660996491228,21.21087974464772,16.777216,171.89287971929824,169.68703795718176,134.217728,181288261.8955245,1.003904751754815,20.67017364501953,20.67017364501953,29893487,5418562,300,541859,541859,100.0,2.0,1564,7247179,301,15.617382049560547,0.0,64.13303756713867
